complex	compartment	subunits	genes	reactions	coefficients	cofactors	notes
cplx_MONOMER_Fabp1	pm	protein_Fabp1	Fabp1	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	1		ASSUMED MONOMER
cplx_MONOMER_Fabp5	pm	protein_Fabp5	Fabp5	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	1		ASSUMED MONOMER
cplx_MONOMER_Fcsk	c	protein_Fcsk	Fcsk	FK	1		ASSUMED MONOMER
cplx_MONOMER_Fig4	c	protein_Fig4	Fig4	PI45P5P;PI345P5P;PI35P5P	1
cplx_MONOMER_Fkbp1a	c	protein_Fkbp1a	Fkbp1a	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Fkbp2	c	protein_Fkbp2	Fkbp2	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Fkbp3	c	protein_Fkbp3	Fkbp3	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Fkbp4	c	protein_Fkbp4	Fkbp4	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Fkbp5	c	protein_Fkbp5	Fkbp5	PEPTDPROI	1		ASSUMED MONOMER
cplx_MONOMER_Flvcr1	pm	protein_Flvcr1	Flvcr1	PHEMEt	1		ASSUMED MONOMER
cplx_MONOMER_Fn3k	c	protein_Fn3k	Fn3k	FRU3K;PROTKFRU3K;PROTKRBLK	1
cplx_MONOMER_Fn3krp	c	protein_Fn3krp	Fn3krp	PROTKRBLK	1		ASSUMED MONOMER
cplx_MONOMER_Fut1	c	protein_Fut1	Fut1	FUTGLOBO1;FUTGAL2A;FUTINLC8CER1;FUTINLC8CER2;FUTLC4CER;FUTLC5CER;FUTNLC5CER;FUTNLC6CER;FUTNLC7CER;FUTPGBSIDE	1		ASSUMED MONOMER
cplx_MONOMER_Fxn	c	protein_Fxn	Fxn	FEROX	1		ASSUMED MONOMER
cplx_MONOMER_Fyn	c	protein_Fyn	Fyn	PROTYK	1		ASSUMED MONOMER
cplx_MONOMER_Galk2	c	protein_Galk2	Galk2	GALK	1
cplx_MONOMER_Galm	c	protein_Galm	Galm	GALM;GLCM	1
cplx_MONOMER_Galnt10	c	protein_Galnt10	Galnt10	PROTSACGALT;PROTTACGALT	1		ASSUMED MONOMER
cplx_MONOMER_Galnt2	c	protein_Galnt2	Galnt2	PROTSACGALT;PROTTACGALT	1		ASSUMED MONOMER
cplx_MONOMER_Galnt4	c	protein_Galnt4	Galnt4	PROTSACGALT;PROTTACGALT	1		ASSUMED MONOMER
cplx_MONOMER_Galnt5	c	protein_Galnt5	Galnt5	PROTSACGALT;PROTTACGALT	1		ASSUMED MONOMER
cplx_MONOMER_Galnt6	c	protein_Galnt6	Galnt6	PROTSACGALT;PROTTACGALT	1		ASSUMED MONOMER
cplx_MONOMER_Galnt7	c	protein_Galnt7	Galnt7	PROTSACGALT;PROTTACGALT	1		ASSUMED MONOMER
cplx_MONOMER_Gbe1	c	protein_Gbe1	Gbe1	GLBRAN	1
cplx_MONOMER_Gcnt2	c	protein_Gcnt2	Gcnt2	ACGAMNT2	1		ASSUMED MONOMER
cplx_MONOMER_Gde1	c	protein_Gde1	Gde1	GPDDA2;GPDDA3;GPDDA5;GPDDA6	1		ASSUMED MONOMER
cplx_MONOMER_Gdpd1	c	protein_Gdpd1	Gdpd1	LPCOLPLD;GPDDA6;LNAPELPLD;LPCLPLD;LPELPLD	1		ASSUMED MONOMER
cplx_MONOMER_Glrx	c	protein_Glrx	Glrx	GRDX2CGTHR;GRDX2CGTHRDG;GTHNODN;SNOCYSDN	1
cplx_MONOMER_Gmds	c	protein_Gmds	Gmds	GMAND	1		ASSUMED MONOMER
cplx_MONOMER_Gpcpd1	c	protein_Gpcpd1	Gpcpd1	GPDDA1;GPDDA2	1		ASSUMED MONOMER
cplx_MONOMER_Gpx4	c	protein_Gpx4	Gpx4	GTHP;HPETE11GTHR;HPETE12GTHR;HPETE15GTHR;HPETE5GTHR;HPETE8GTHR;HPETE9GTHR;HPDHA10GTHR;HPDHA11GTHR;HPDHA13GTHR;HPDHA14GTHR;HPDHA16GTHR;HPDHA17GTHR;HPDHA20GTHR;HPDHA4GTHR;HPDHA7GTHR;HPDHA8GTHR;HPEPE11GTHR;HPEPE12GTHR;HPEPE15GTHR;HPEPE18GTHR;HPEPE5GTHR;HPEPE8GTHR;HPEPE9GTHR;HPODE13GTHR;HPODE9GTHR;PGG1GTHR;PGG2GTHR;PGG3GTHR	1
cplx_MONOMER_Gsk3a	c	protein_Gsk3a	Gsk3a	PROTSK;PROTTK	1
cplx_MONOMER_Guk1	c	protein_Guk1	Guk1	GK1;DGK1;DGK2;GK2;GK3;RBVMPK;THGMPK	1
cplx_MONOMER_Hacd3	c	protein_Hacd3	Hacd3	FACOA3OHDH_20_11Z3OH;FACOA3OHDH_20_13Z3OH;FACOA3OHDH_20_8Z11Z3OH;FACOA3OHDH_20_9Z3OH;FACOA3OHDH_22_11Z3OH;FACOA3OHDH_22_13Z3OH;FACOA3OHDH_24_15Z3OH;FACOA3OHDH_26_17Z3OH;FACOA3OHDH_16_3OH;FACOA3OHDH_18_3OH;FACOA3OHDH_20_3OH;FACOA3OHDH_22_3OH;FACOA3OHDH_24_3OH;FACOA3OHDH_26_3OH;FACOA3OHDH_17_3OH;FACOA3OHDH_19_3OH;FACOA3OHDH_21_3OH;FACOA3OHDH_23_3OH;FACOA3OHDH_20_11Z14Z17Z3OH;FACOA3OHDH_20_5Z8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z19Z3OH;FACOA3OHDH_22_13Z16Z19Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z19Z3OH;FACOA3OHDH_24_12Z15Z18Z21Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z21Z3OH;FACOA3OHDH_20_11Z14Z3OH;FACOA3OHDH_20_8Z11Z14Z3OH;FACOA3OHDH_22_10Z13Z16Z3OH;FACOA3OHDH_22_13Z16Z3OH;FACOA3OHDH_22_7Z10Z13Z16Z3OH;FACOA3OHDH_24_9Z12Z15Z18Z3OH	1		ASSUMED MONOMER
cplx_MONOMER_Hagh	c	protein_Hagh	Hagh	GLYOX	1
cplx_MONOMER_Hal	c	protein_Hal	Hal	HISD	1		ASSUMED MONOMER
cplx_MONOMER_Hba_a1	c	protein_Hba_a1	Hba_a1	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	1
cplx_MONOMER_Hba_x	c	protein_Hba_x	Hba_x	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	1
cplx_MONOMER_Hbb_b1	c	protein_Hbb_b1	Hbb_b1	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	1
cplx_MONOMER_Hbb_b2	c	protein_Hbb_b2	Hbb_b2	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	1
cplx_MONOMER_Hbb_bh0	c	protein_Hbb_bh0	Hbb_bh0	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	1
cplx_MONOMER_Hbb_bh1	c	protein_Hbb_bh1	Hbb_bh1	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	1
cplx_MONOMER_Hbb_y	c	protein_Hbb_y	Hbb_y	CCLMETHBH;GLOBINRCCL;HB23DPGB;HBCOB;HBFE4OAR;HBFE4OCPP;HBFE4OPX;HBFE4ORPX;HBNO2R;HBNONT;HBNOOXDNT;HBO2B1;HBO2B2;METHBFMNR;METHBHEMED;METHBNO2A;METHBONOOD1;METHBONOOD2;METHBONOOX;METHBPX;METHBRCCL;METHBRHEMED;OXYHBAOX;OXYHBNO2OX;OXYHBNOD;OXYHBONOOX;OXYHBPX;HEMEGTHOHDEG;HBGLYC;SNOHBCYSTN;SNOHBGTHTN;SNOHBNO	1
cplx_MONOMER_Hck	c	protein_Hck	Hck	PROTYK	1		ASSUMED MONOMER
cplx_MONOMER_Hddc3	c	protein_Hddc3	Hddc3	NADPHPPS;PPGPPDP	1		ASSUMED MONOMER
cplx_MONOMER_Hk1	c	protein_Hk1	Hk1	HEX1;HEX10;HEX4;HEX7;HEX1a	1
cplx_MONOMER_Hk3	c	protein_Hk3	Hk3	HEX1;HEX10;HEX4;HEX7;HEX1a	1
cplx_MONOMER_Hmbs	c	protein_Hmbs	Hmbs	HMBS	1
cplx_MONOMER_Hnmt	c	protein_Hnmt	Hnmt	HISTANMT	1
cplx_MONOMER_Hras	c	protein_Hras	Hras	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Hsd17b11	c	protein_Hsd17b11	Hsd17b11	ESTRONEDHy	1		ASSUMED MONOMER
cplx_MONOMER_Hsd17b12	c	protein_Hsd17b12	Hsd17b12	ANDRSTNDNRy;ESTRONEDHy;FACOA3ORy_20_11Z3O;FACOA3ORy_20_13Z3O;FACOA3ORy_20_8Z11Z3O;FACOA3ORy_20_9Z3O;FACOA3ORy_22_11Z3O;FACOA3ORy_22_13Z3O;FACOA3ORy_24_15Z3O;FACOA3ORy_26_17Z3O;FACOA3ORy_16_3O;FACOA3ORy_18_3O;FACOA3ORy_20_3O;FACOA3ORy_22_3O;FACOA3ORy_24_3O;FACOA3ORy_26_3O;FACOA3ORy_17_3O;FACOA3ORy_19_3O;FACOA3ORy_21_3O;FACOA3ORy_23_3O;FACOA3ORy_20_11Z14Z17Z3O;FACOA3ORy_20_5Z8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z19Z3O;FACOA3ORy_22_13Z16Z19Z3O;FACOA3ORy_22_7Z10Z13Z16Z19Z3O;FACOA3ORy_24_12Z15Z18Z21Z3O;FACOA3ORy_24_9Z12Z15Z18Z21Z3O;FACOA3ORy_20_11Z14Z3O;FACOA3ORy_20_8Z11Z14Z3O;FACOA3ORy_22_10Z13Z16Z3O;FACOA3ORy_22_13Z16Z3O;FACOA3ORy_22_7Z10Z13Z16Z3O;FACOA3ORy_24_9Z12Z15Z18Z3O	1		ASSUMED MONOMER
cplx_MONOMER_Hspa8	c	protein_Hspa8	Hspa8	NTPA	1		ASSUMED MONOMER
cplx_MONOMER_Huwe1	c	protein_Huwe1	Huwe1	UBIQE2CONJT	1		ASSUMED MONOMER
cplx_MONOMER_Iars1	c	protein_Iars1	Iars1	ILETRS	1		ASSUMED MONOMER
cplx_MONOMER_Inpp5a	c	protein_Inpp5a	Inpp5a	MI1345P5PP;MI145P5PP	1		ASSUMED MONOMER
cplx_MONOMER_Inpp5b	c	protein_Inpp5b	Inpp5b	MI1345P5PP;MI145P5PP;PI45P5P	1		ASSUMED MONOMER
cplx_MONOMER_Inpp5d	c	protein_Inpp5d	Inpp5d	MI1345P5PP;PI45P5P;PI345P5P	1		ASSUMED MONOMER
cplx_MONOMER_Isyna1	c	protein_Isyna1	Isyna1	MI3PS	1
cplx_MONOMER_Jak3	c	protein_Jak3	Jak3	PROTYK	1		ASSUMED MONOMER
cplx_MONOMER_Kras	c	protein_Kras	Kras	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Lancl1	c	protein_Lancl1	Lancl1	23E1QN1GST;23E1QN4GST;23E2QN1GST;23E2QN4GST;34E1QN2GST;34E2QN2GST;ADRNCHRGST;ADRNLQGST_L;DOPAQGST_L;DPAMCHRGST;DPAMQGST_L;DPCHRGST_L;IND56QNGST;NRPPHRCHRGST;NRPPHRQGST_L;PROSTGA1GST;PROSTGA2GST;PROSTGA3GST	1		ASSUMED MONOMER
cplx_MONOMER_Lars1	c	protein_Lars1	Lars1	LEUTRS	1		ASSUMED MONOMER
cplx_MONOMER_Lpcat1	c	protein_Lpcat1	Lpcat1	LPAAT;LPCOAT;LPCPAT;LPCAT;PAFS	1		ASSUMED MONOMER
cplx_MONOMER_Lpcat3	c	protein_Lpcat3	Lpcat3	LPCOAT;LPCPAT;LPCAT;LPEAT;LPSAT;PAFS	1		ASSUMED MONOMER
cplx_MONOMER_Lpin2	c	protein_Lpin2	Lpin2	PAPP;PAPPO	1
cplx_MONOMER_Lss	c	protein_Lss	Lss	LNSTLS	1
cplx_MONOMER_Lta4h	c	protein_Lta4h	Lta4h	LTA4H;LTA5H;FLDPP;FYDPP;KLDPP;LGFTPAP;LGGTPAP;LLLTPAP;PFDPP;PLDPP;YYYTPAP	1
cplx_MONOMER_Lyn	c	protein_Lyn	Lyn	PROTYK	1		ASSUMED MONOMER
cplx_MONOMER_Lypla2	c	protein_Lypla2	Lypla2	LPCLPLB;LPALPLB;LPSLPLB;PGD21GH;PGDF21GH;PGE21GH;PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	1		ASSUMED MONOMER
cplx_MONOMER_Lyplal1	c	protein_Lyplal1	Lyplal1	PROTCSAE_14_0;PROTCSAE_16_0;PROTCSAE_18_0	1		ASSUMED MONOMER
cplx_MONOMER_Man2c1	c	protein_Man2c1	Man2c1	A_MANASE	1
cplx_MONOMER_Mars1	c	protein_Mars1	Mars1	METTRS	1
cplx_MONOMER_Mblac2	c	protein_Mblac2	Mblac2	FACOAE_12_0;FACOAE_13_0;FACOAE_14_0;FACOAE_14_5Z;FACOAE_14_7Z;FACOAE_14_9Z;FACOAE_15_0;FACOAE_16_0;FACOAE_16_7Z;FACOAE_16_9Z;FACOAE_17_0;FACOAE_17_10Z;FACOAE_17_9Z;FACOAE_18_0;FACOAE_18_11Z;FACOAE_18_13Z;FACOAE_18_6Z9Z;FACOAE_18_6Z9Z12Z;FACOAE_18_6Z9Z12Z15Z;FACOAE_18_7Z;FACOAE_18_9E;FACOAE_18_9Z;FACOAE_18_9Z12Z;FACOAE_18_9Z12Z15Z;FACOAE_19_0;FACOAE_20_0;FACOAE_20_11Z;FACOAE_20_11Z14Z;FACOAE_20_11Z14Z17Z;FACOAE_20_13Z;FACOAE_20_5Z8Z11Z;FACOAE_20_5Z8Z11Z14Z;FACOAE_20_5Z8Z11Z14Z17Z;FACOAE_20_8Z11Z;FACOAE_20_8Z11Z14Z;FACOAE_20_8Z11Z14Z17Z;FACOAE_20_9Z	1		ASSUMED MONOMER
cplx_MONOMER_Mboat2	c	protein_Mboat2	Mboat2	LPAAT;LPEAT	1		ASSUMED MONOMER
cplx_MONOMER_Mdp1	c	protein_Mdp1	Mdp1	PROTKF6PPP;PROTYPP	1
cplx_MONOMER_Mfsd2b	pm	protein_Mfsd2b	Mfsd2b	SPH1tex;SPHS1tex	1		ASSUMED MONOMER
cplx_MONOMER_Minpp1	c	protein_Minpp1	Minpp1	MI145P5PP;DPG3P;MI13456P3PP;MI1345P3PP;MI1456P6PP;MI14P1PP;MI14P4PP	1		ASSUMED MONOMER
cplx_MONOMER_Mpi	c	protein_Mpi	Mpi	MAN6PI	1		ASSUMED MONOMER
cplx_MONOMER_Mpst	c	protein_Mpst	Mpst	MCPST4;HTSULDHLA;MCPST	1
cplx_MONOMER_Msra	c	protein_Msra	Msra	PROTMSOXTRD;METSOXTRD	1		ASSUMED MONOMER
cplx_MONOMER_Nanp	c	protein_Nanp	Nanp	ACNAMPH	1
cplx_MONOMER_Nans	c	protein_Nans	Nans	ACNAM9PL;ACNAM9PL2;ACNAM9PL3	1		ASSUMED MONOMER
cplx_MONOMER_Naxd	c	protein_Naxd	Naxd	NADHXD;NADPHXD	1
cplx_MONOMER_Nceh1	c	protein_Nceh1	Nceh1	XOLEST2EH;DAGOACAH	1		ASSUMED MONOMER
cplx_MONOMER_Neu1	c	protein_Neu1	Neu1	NEU25;NEU31;NEU32;NEU34;NEU36	1		ASSUMED MONOMER
cplx_MONOMER_Neu1	pm	protein_Neu1	Neu1	NEU31e;NEU32e;NEU33e;NEU34e;NEU35e;NEU36e;NEU37e;NEU39e	1		ASSUMED MONOMER
cplx_MONOMER_Neu2	c	protein_Neu2	Neu2	NEU24;NEU25;NEU31;NEU32;NEU33;NEU34;NEU36	1		ASSUMED MONOMER
cplx_MONOMER_Neu3	c	protein_Neu3	Neu3	NEU25;NEU31;NEU32;NEU34;NEU36	1		ASSUMED MONOMER
cplx_MONOMER_Neu3	pm	protein_Neu3	Neu3	NEU31e;NEU32e;NEU33e;NEU34e;NEU35e;NEU36e;NEU37e;NEU39e	1		ASSUMED MONOMER
cplx_MONOMER_Npepps	c	protein_Npepps	Npepps	2ABUTGLYDP;AMPTASECG	1
cplx_MONOMER_Nras	c	protein_Nras	Nras	NTPG	1		ASSUMED MONOMER
cplx_MONOMER_Nt5c3	c	protein_Nt5c3	Nt5c3	NTDUMP;DTMPCYTDPT;DTMPURIPT;DCMPCYTDPT;DCMPURIPT;DUMPCYTDPT;DUMPURIPT;NTDDUMP;NTDDCMP;NTDCMP;NTDDTMP;UMPCYTDPT	1
cplx_MONOMER_Nudt2	c	protein_Nudt2	Nudt2	AP4AH1;GP4AH1	1		ASSUMED MONOMER
cplx_MONOMER_Nudt3	c	protein_Nudt3	Nudt3	AP4AH1;AP5AH1;AP6AH1;PPA2	1
cplx_MONOMER_Nudt4	c	protein_Nudt4	Nudt4	5INS7P5PP;AP6AH2;PRPPPP	1
cplx_MONOMER_Oard1	c	protein_Oard1	Oard1	ADPRDACAC2;NADN2	1		ASSUMED MONOMER
cplx_MONOMER_Oga	c	protein_Oga	Oga	PROTS3OACGAMH;PROTT3OACGAMH	1
cplx_MONOMER_Ogt	c	protein_Ogt	Ogt	PROTSACGAMT;PROTTACGAMT	1
cplx_MONOMER_Oxsr1	c	protein_Oxsr1	Oxsr1	PROTSK;PROTTK	1		ASSUMED MONOMER
cplx_MONOMER_P4hb	c	protein_P4hb	P4hb	INSULINGTHOR	1		ASSUMED MONOMER
cplx_MONOMER_Pck1	c	protein_Pck1	Pck1	PEPCK	1
cplx_MONOMER_Pcmt1	c	protein_Pcmt1	Pcmt1	PROTDMT_D;PROTISODMT_L	1
cplx_MONOMER_Pdia3	c	protein_Pdia3	Pdia3	INSULINGTHOR	1		ASSUMED MONOMER
cplx_MONOMER_Pdia4	c	protein_Pdia4	Pdia4	INSULINGTHOR	1		ASSUMED MONOMER
cplx_MONOMER_Pdia6	c	protein_Pdia6	Pdia6	INSULINGTHOR	1		ASSUMED MONOMER
cplx_MONOMER_Pemt	c	protein_Pemt	Pemt	PENMT1;PENMT2;PENMT3	1		ASSUMED MONOMER
cplx_MONOMER_Pfas	c	protein_Pfas	Pfas	PRFGS	1		ASSUMED MONOMER
cplx_MONOMER_Pgk1	c	protein_Pgk1	Pgk1	PGK;4PERK	1
cplx_MONOMER_Pgk2	c	protein_Pgk2	Pgk2	PGK;4PERK	1
cplx_MONOMER_Pgls	c	protein_Pgls	Pgls	PGL	1
cplx_MONOMER_Pgm1	c	protein_Pgm1	Pgm1	PGMTa	1
cplx_MONOMER_Pgm2	c	protein_Pgm2	Pgm2	PPM;PMANM;PGMT;PGMTa;PPM2	1
cplx_MONOMER_Pgm2l1	c	protein_Pgm2l1	Pgm2l1	G16BPS1;G16BPS2;M16BPS1;R15BPS1	1
cplx_MONOMER_Pgm3	c	protein_Pgm3	Pgm3	ACGAMPM	1		ASSUMED MONOMER
cplx_MONOMER_Phospho1	c	protein_Phospho1	Phospho1	CHLP;ETHP	1		ASSUMED MONOMER
cplx_MONOMER_Phospho1	e	protein_Phospho1	Phospho1	CHLPe;ETHPe	1		ASSUMED MONOMER
cplx_MONOMER_Phpt1	c	protein_Phpt1	Phpt1	PHPT1;PHPT2	1
cplx_MONOMER_Pi4k2a	c	protein_Pi4k2a	Pi4k2a	PI4K	1		ASSUMED MONOMER
cplx_MONOMER_Pi4ka	c	protein_Pi4ka	Pi4ka	PI4K	1		ASSUMED MONOMER
cplx_MONOMER_Pip4p1	c	protein_Pip4p1	Pip4p1	PI45P4P	1		ASSUMED MONOMER
cplx_MONOMER_Pip5k1a	c	protein_Pip5k1a	Pip5k1a	PI4P5K;PI34P5K;PI35P4K;PI3P4K;PI3P5K;PI5K	1		ASSUMED MONOMER
cplx_MONOMER_Pip5k1c	c	protein_Pip5k1c	Pip5k1c	PI4P5K;PI34P5K;PI35P4K;PI3P4K;PI3P5K;PI5K	1		ASSUMED MONOMER
cplx_MONOMER_Pla2g4a	c	protein_Pla2g4a	Pla2g4a	PCPLA2;PCOPLA2;PCPPLA2;PEPPLA2;PAPLA2;PEPLA2;PSPLA2	1
cplx_MONOMER_Pla2g4b	c	protein_Pla2g4b	Pla2g4b	LPCLPLB;PCPLA2;PCOPLA2;PCPPLA2;PEPPLA2;PAPLA2;LPELPLB;PEPLA2;PSPLA2	1
cplx_MONOMER_Plcb2	c	protein_Plcb2	Plcb2	PI45PLC;PI4PLC;PIPLC	1
cplx_MONOMER_Plcb3	c	protein_Plcb3	Plcb3	PI45PLC;PI4PLC;PIPLC	1
cplx_MONOMER_Plcg1	c	protein_Plcg1	Plcg1	PI45PLC;PI4PLC;PIPLC	1
cplx_MONOMER_Pld1	c	protein_Pld1	Pld1	PCETHTP;PCPLD	1		ASSUMED MONOMER
